SM;13.03.2024;12:23:42;50;100
SR;13.03.2024;12:28:29;40;100
SR;14.03.2024;12:52:13;200;20
SR;15.03.2024;08:58:58;200;100
SL;15.03.2024;09:15:15;100;33
SM;15.03.2024;11:50:06;200;10
SM;18.03.2024;20:07:32;200;100
SR;18.03.2024;12:14:43;300;87
SR;18.03.2024;12:14:43;300;87
SM;18.03.2024;12:46:26;20;100
SL;18.03.2024;12:53:01;210;100
;;;;
;;;;
;;;;
;;;;
SM;20.03.2024;12:26:01;300;100
SM;21.03.2024;11:19:17;100;200
SL;22.03.2024;12:48:01;200;100
